,region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color
PATT0007384,True,True,,True,,True,,True,,True,True,True,True
PATT0007385,True,True,,True,,True,,,True,True,True,True,True
PATT0007386,True,True,,True,,,True,True,True,True,True,True,
PATT0007387,True,True,,True,,,True,True,True,True,True,,True
PATT0007388,True,True,,True,,,True,True,True,True,,True,True
PATT0007389,True,True,,True,,,True,True,True,,True,True,True
PATT0007390,True,True,,True,,,True,True,,True,True,True,True
PATT0007391,True,True,,True,,,True,,True,True,True,True,True
PATT0007392,True,True,,True,,,,True,True,True,True,True,True
PATT0007393,True,True,,,True,True,True,True,True,True,True,,
PATT0007394,True,True,,,True,True,True,True,True,True,,True,
PATT0007395,True,True,,,True,True,True,True,True,True,,,True
PATT0007396,True,True,,,True,True,True,True,True,,True,True,
PATT0007397,True,True,,,True,True,True,True,True,,True,,True
PATT0007398,True,True,,,True,True,True,True,True,,,True,True
PATT0007399,True,True,,,True,True,True,True,,True,True,True,
PATT0007400,True,True,,,True,True,True,True,,True,True,,True
PATT0007401,True,True,,,True,True,True,True,,True,,True,True
PATT0007402,True,True,,,True,True,True,True,,,True,True,True
PATT0007403,True,True,,,True,True,True,,True,True,True,True,
PATT0007404,True,True,,,True,True,True,,True,True,True,,True
PATT0007405,True,True,,,True,True,True,,True,True,,True,True
PATT0007406,True,True,,,True,True,True,,True,,True,True,True
PATT0007407,True,True,,,True,True,True,,,True,True,True,True
PATT0007408,True,True,,,True,True,,True,True,True,True,True,
PATT0007409,True,True,,,True,True,,True,True,True,True,,True
PATT0007410,True,True,,,True,True,,True,True,True,,True,True
PATT0007411,True,True,,,True,True,,True,True,,True,True,True
PATT0007412,True,True,,,True,True,,True,,True,True,True,True
PATT0007413,True,True,,,True,True,,,True,True,True,True,True
PATT0007414,True,True,,,True,,True,True,True,True,True,True,
PATT0007415,True,True,,,True,,True,True,True,True,True,,True
PATT0007416,True,True,,,True,,True,True,True,True,,True,True
PATT0007417,True,True,,,True,,True,True,True,,True,True,True
PATT0007418,True,True,,,True,,True,True,,True,True,True,True
PATT0007419,True,True,,,True,,True,,True,True,True,True,True
PATT0007420,True,True,,,True,,,True,True,True,True,True,True
PATT0007421,True,True,,,,True,True,True,True,True,True,True,
PATT0007422,True,True,,,,True,True,True,True,True,True,,True
PATT0007423,True,True,,,,True,True,True,True,True,,True,True
PATT0007424,True,True,,,,True,True,True,True,,True,True,True
PATT0007425,True,True,,,,True,True,True,,True,True,True,True
PATT0007426,True,True,,,,True,True,,True,True,True,True,True
PATT0007427,True,True,,,,True,,True,True,True,True,True,True
PATT0007428,True,True,,,,,True,True,True,True,True,True,True
PATT0007429,True,,True,True,True,True,True,True,True,True,,,
PATT0007430,True,,True,True,True,True,True,True,True,,True,,
PATT0007431,True,,True,True,True,True,True,True,True,,,True,
PATT0007432,True,,True,True,True,True,True,True,True,,,,True
PATT0007433,True,,True,True,True,True,True,True,,True,True,,
PATT0007434,True,,True,True,True,True,True,True,,True,,True,
PATT0007435,True,,True,True,True,True,True,True,,True,,,True
PATT0007436,True,,True,True,True,True,True,True,,,True,True,
PATT0007437,True,,True,True,True,True,True,True,,,True,,True
PATT0007438,True,,True,True,True,True,True,True,,,,True,True
PATT0007439,True,,True,True,True,True,True,,True,True,True,,
PATT0007440,True,,True,True,True,True,True,,True,True,,True,
PATT0007441,True,,True,True,True,True,True,,True,True,,,True
PATT0007442,True,,True,True,True,True,True,,True,,True,True,
PATT0007443,True,,True,True,True,True,True,,True,,True,,True
PATT0007444,True,,True,True,True,True,True,,True,,,True,True
PATT0007445,True,,True,True,True,True,True,,,True,True,True,
PATT0007446,True,,True,True,True,True,True,,,True,True,,True
PATT0007447,True,,True,True,True,True,True,,,True,,True,True
PATT0007448,True,,True,True,True,True,True,,,,True,True,True
PATT0007449,True,,True,True,True,True,,True,True,True,True,,
PATT0007450,True,,True,True,True,True,,True,True,True,,True,
PATT0007451,True,,True,True,True,True,,True,True,True,,,True
PATT0007452,True,,True,True,True,True,,True,True,,True,True,
PATT0007453,True,,True,True,True,True,,True,True,,True,,True
PATT0007454,True,,True,True,True,True,,True,True,,,True,True
PATT0007455,True,,True,True,True,True,,True,,True,True,True,
PATT0007456,True,,True,True,True,True,,True,,True,True,,True
PATT0007457,True,,True,True,True,True,,True,,True,,True,True
PATT0007458,True,,True,True,True,True,,True,,,True,True,True
PATT0007459,True,,True,True,True,True,,,True,True,True,True,
PATT0007460,True,,True,True,True,True,,,True,True,True,,True
PATT0007461,True,,True,True,True,True,,,True,True,,True,True
PATT0007462,True,,True,True,True,True,,,True,,True,True,True
PATT0007463,True,,True,True,True,True,,,,True,True,True,True
PATT0007464,True,,True,True,True,,True,True,True,True,True,,
PATT0007465,True,,True,True,True,,True,True,True,True,,True,
PATT0007466,True,,True,True,True,,True,True,True,True,,,True
PATT0007467,True,,True,True,True,,True,True,True,,True,True,
PATT0007468,True,,True,True,True,,True,True,True,,True,,True
PATT0007469,True,,True,True,True,,True,True,True,,,True,True
PATT0007470,True,,True,True,True,,True,True,,True,True,True,
PATT0007471,True,,True,True,True,,True,True,,True,True,,True
PATT0007472,True,,True,True,True,,True,True,,True,,True,True
PATT0007473,True,,True,True,True,,True,True,,,True,True,True
PATT0007474,True,,True,True,True,,True,,True,True,True,True,
PATT0007475,True,,True,True,True,,True,,True,True,True,,True
PATT0007476,True,,True,True,True,,True,,True,True,,True,True
PATT0007477,True,,True,True,True,,True,,True,,True,True,True
PATT0007478,True,,True,True,True,,True,,,True,True,True,True
PATT0007479,True,,True,True,True,,,True,True,True,True,True,
PATT0007480,True,,True,True,True,,,True,True,True,True,,True
PATT0007481,True,,True,True,True,,,True,True,True,,True,True
PATT0007482,True,,True,True,True,,,True,True,,True,True,True
PATT0007483,True,,True,True,True,,,True,,True,True,True,True
PATT0007484,True,,True,True,True,,,,True,True,True,True,True
PATT0007485,True,,True,True,,True,True,True,True,True,True,,
PATT0007486,True,,True,True,,True,True,True,True,True,,True,
PATT0007487,True,,True,True,,True,True,True,True,True,,,True
PATT0007488,True,,True,True,,True,True,True,True,,True,True,
PATT0007489,True,,True,True,,True,True,True,True,,True,,True
PATT0007490,True,,True,True,,True,True,True,True,,,True,True
PATT0007491,True,,True,True,,True,True,True,,True,True,True,
PATT0007492,True,,True,True,,True,True,True,,True,True,,True
PATT0007493,True,,True,True,,True,True,True,,True,,True,True
PATT0007494,True,,True,True,,True,True,True,,,True,True,True
PATT0007495,True,,True,True,,True,True,,True,True,True,True,
PATT0007496,True,,True,True,,True,True,,True,True,True,,True
PATT0007497,True,,True,True,,True,True,,True,True,,True,True
PATT0007498,True,,True,True,,True,True,,True,,True,True,True
PATT0007499,True,,True,True,,True,True,,,True,True,True,True
PATT0007500,True,,True,True,,True,,True,True,True,True,True,
PATT0007501,True,,True,True,,True,,True,True,True,True,,True
PATT0007502,True,,True,True,,True,,True,True,True,,True,True
PATT0007503,True,,True,True,,True,,True,True,,True,True,True
PATT0007504,True,,True,True,,True,,True,,True,True,True,True
PATT0007505,True,,True,True,,True,,,True,True,True,True,True
PATT0007506,True,,True,True,,,True,True,True,True,True,True,
PATT0007507,True,,True,True,,,True,True,True,True,True,,True
PATT0007508,True,,True,True,,,True,True,True,True,,True,True
PATT0007509,True,,True,True,,,True,True,True,,True,True,True
PATT0007510,True,,True,True,,,True,True,,True,True,True,True
PATT0007511,True,,True,True,,,True,,True,True,True,True,True
PATT0007512,True,,True,True,,,,True,True,True,True,True,True
PATT0007513,True,,True,,True,True,True,True,True,True,True,,
PATT0007514,True,,True,,True,True,True,True,True,True,,True,
PATT0007515,True,,True,,True,True,True,True,True,True,,,True
PATT0007516,True,,True,,True,True,True,True,True,,True,True,
PATT0007517,True,,True,,True,True,True,True,True,,True,,True
PATT0007518,True,,True,,True,True,True,True,True,,,True,True
PATT0007519,True,,True,,True,True,True,True,,True,True,True,
PATT0007520,True,,True,,True,True,True,True,,True,True,,True
PATT0007521,True,,True,,True,True,True,True,,True,,True,True
PATT0007522,True,,True,,True,True,True,True,,,True,True,True
PATT0007523,True,,True,,True,True,True,,True,True,True,True,
PATT0007524,True,,True,,True,True,True,,True,True,True,,True
PATT0007525,True,,True,,True,True,True,,True,True,,True,True
PATT0007526,True,,True,,True,True,True,,True,,True,True,True
PATT0007527,True,,True,,True,True,True,,,True,True,True,True
PATT0007528,True,,True,,True,True,,True,True,True,True,True,
PATT0007529,True,,True,,True,True,,True,True,True,True,,True
PATT0007530,True,,True,,True,True,,True,True,True,,True,True
PATT0007531,True,,True,,True,True,,True,True,,True,True,True
PATT0007532,True,,True,,True,True,,True,,True,True,True,True
PATT0007533,True,,True,,True,True,,,True,True,True,True,True
PATT0007534,True,,True,,True,,True,True,True,True,True,True,
PATT0007535,True,,True,,True,,True,True,True,True,True,,True
PATT0007536,True,,True,,True,,True,True,True,True,,True,True
PATT0007537,True,,True,,True,,True,True,True,,True,True,True
PATT0007538,True,,True,,True,,True,True,,True,True,True,True
PATT0007539,True,,True,,True,,True,,True,True,True,True,True
PATT0007540,True,,True,,True,,,True,True,True,True,True,True
PATT0007541,True,,True,,,True,True,True,True,True,True,True,
PATT0007542,True,,True,,,True,True,True,True,True,True,,True
PATT0007543,True,,True,,,True,True,True,True,True,,True,True
PATT0007544,True,,True,,,True,True,True,True,,True,True,True
PATT0007545,True,,True,,,True,True,True,,True,True,True,True
PATT0007546,True,,True,,,True,True,,True,True,True,True,True
PATT0007547,True,,True,,,True,,True,True,True,True,True,True
PATT0007548,True,,True,,,,True,True,True,True,True,True,True
PATT0007549,True,,,True,True,True,True,True,True,True,True,,
PATT0007550,True,,,True,True,True,True,True,True,True,,True,
PATT0007551,True,,,True,True,True,True,True,True,True,,,True
PATT0007552,True,,,True,True,True,True,True,True,,True,True,
PATT0007553,True,,,True,True,True,True,True,True,,True,,True
PATT0007554,True,,,True,True,True,True,True,True,,,True,True
PATT0007555,True,,,True,True,True,True,True,,True,True,True,
PATT0007556,True,,,True,True,True,True,True,,True,True,,True
PATT0007557,True,,,True,True,True,True,True,,True,,True,True
PATT0007558,True,,,True,True,True,True,True,,,True,True,True
PATT0007559,True,,,True,True,True,True,,True,True,True,True,
PATT0007560,True,,,True,True,True,True,,True,True,True,,True
PATT0007561,True,,,True,True,True,True,,True,True,,True,True
PATT0007562,True,,,True,True,True,True,,True,,True,True,True
PATT0007563,True,,,True,True,True,True,,,True,True,True,True
PATT0007564,True,,,True,True,True,,True,True,True,True,True,
PATT0007565,True,,,True,True,True,,True,True,True,True,,True
PATT0007566,True,,,True,True,True,,True,True,True,,True,True
PATT0007567,True,,,True,True,True,,True,True,,True,True,True
PATT0007568,True,,,True,True,True,,True,,True,True,True,True
PATT0007569,True,,,True,True,True,,,True,True,True,True,True
PATT0007570,True,,,True,True,,True,True,True,True,True,True,
PATT0007571,True,,,True,True,,True,True,True,True,True,,True
PATT0007572,True,,,True,True,,True,True,True,True,,True,True
PATT0007573,True,,,True,True,,True,True,True,,True,True,True
PATT0007574,True,,,True,True,,True,True,,True,True,True,True
PATT0007575,True,,,True,True,,True,,True,True,True,True,True
PATT0007576,True,,,True,True,,,True,True,True,True,True,True
PATT0007577,True,,,True,,True,True,True,True,True,True,True,
PATT0007578,True,,,True,,True,True,True,True,True,True,,True
PATT0007579,True,,,True,,True,True,True,True,True,,True,True
PATT0007580,True,,,True,,True,True,True,True,,True,True,True
PATT0007581,True,,,True,,True,True,True,,True,True,True,True
PATT0007582,True,,,True,,True,True,,True,True,True,True,True
PATT0007583,True,,,True,,True,,True,True,True,True,True,True
PATT0007584,True,,,True,,,True,True,True,True,True,True,True
PATT0007585,True,,,,True,True,True,True,True,True,True,True,
PATT0007586,True,,,,True,True,True,True,True,True,True,,True
PATT0007587,True,,,,True,True,True,True,True,True,,True,True
PATT0007588,True,,,,True,True,True,True,True,,True,True,True
PATT0007589,True,,,,True,True,True,True,,True,True,True,True
PATT0007590,True,,,,True,True,True,,True,True,True,True,True
PATT0007591,True,,,,True,True,,True,True,True,True,True,True
PATT0007592,True,,,,True,,True,True,True,True,True,True,True
PATT0007593,True,,,,,True,True,True,True,True,True,True,True
PATT0007594,,True,True,True,True,True,True,True,True,True,,,
PATT0007595,,True,True,True,True,True,True,True,True,,True,,
PATT0007596,,True,True,True,True,True,True,True,True,,,True,
PATT0007597,,True,True,True,True,True,True,True,True,,,,True
PATT0007598,,True,True,True,True,True,True,True,,True,True,,
PATT0007599,,True,True,True,True,True,True,True,,True,,True,
PATT0007600,,True,True,True,True,True,True,True,,True,,,True
PATT0007601,,True,True,True,True,True,True,True,,,True,True,
PATT0007602,,True,True,True,True,True,True,True,,,True,,True
PATT0007603,,True,True,True,True,True,True,True,,,,True,True
PATT0007604,,True,True,True,True,True,True,,True,True,True,,
PATT0007605,,True,True,True,True,True,True,,True,True,,True,
PATT0007606,,True,True,True,True,True,True,,True,True,,,True
PATT0007607,,True,True,True,True,True,True,,True,,True,True,
PATT0007608,,True,True,True,True,True,True,,True,,True,,True
PATT0007609,,True,True,True,True,True,True,,True,,,True,True
PATT0007610,,True,True,True,True,True,True,,,True,True,True,
PATT0007611,,True,True,True,True,True,True,,,True,True,,True
PATT0007612,,True,True,True,True,True,True,,,True,,True,True
PATT0007613,,True,True,True,True,True,True,,,,True,True,True
PATT0007614,,True,True,True,True,True,,True,True,True,True,,
PATT0007615,,True,True,True,True,True,,True,True,True,,True,
PATT0007616,,True,True,True,True,True,,True,True,True,,,True
PATT0007617,,True,True,True,True,True,,True,True,,True,True,
PATT0007618,,True,True,True,True,True,,True,True,,True,,True
PATT0007619,,True,True,True,True,True,,True,True,,,True,True
PATT0007620,,True,True,True,True,True,,True,,True,True,True,
PATT0007621,,True,True,True,True,True,,True,,True,True,,True
PATT0007622,,True,True,True,True,True,,True,,True,,True,True
PATT0007623,,True,True,True,True,True,,True,,,True,True,True
PATT0007624,,True,True,True,True,True,,,True,True,True,True,
PATT0007625,,True,True,True,True,True,,,True,True,True,,True
PATT0007626,,True,True,True,True,True,,,True,True,,True,True
PATT0007627,,True,True,True,True,True,,,True,,True,True,True
PATT0007628,,True,True,True,True,True,,,,True,True,True,True
PATT0007629,,True,True,True,True,,True,True,True,True,True,,
PATT0007630,,True,True,True,True,,True,True,True,True,,True,
PATT0007631,,True,True,True,True,,True,True,True,True,,,True
PATT0007632,,True,True,True,True,,True,True,True,,True,True,
PATT0007633,,True,True,True,True,,True,True,True,,True,,True
PATT0007634,,True,True,True,True,,True,True,True,,,True,True
PATT0007635,,True,True,True,True,,True,True,,True,True,True,
PATT0007636,,True,True,True,True,,True,True,,True,True,,True
PATT0007637,,True,True,True,True,,True,True,,True,,True,True
PATT0007638,,True,True,True,True,,True,True,,,True,True,True
PATT0007639,,True,True,True,True,,True,,True,True,True,True,
PATT0007640,,True,True,True,True,,True,,True,True,True,,True
PATT0007641,,True,True,True,True,,True,,True,True,,True,True
PATT0007642,,True,True,True,True,,True,,True,,True,True,True
PATT0007643,,True,True,True,True,,True,,,True,True,True,True
PATT0007644,,True,True,True,True,,,True,True,True,True,True,
PATT0007645,,True,True,True,True,,,True,True,True,True,,True
PATT0007646,,True,True,True,True,,,True,True,True,,True,True
PATT0007647,,True,True,True,True,,,True,True,,True,True,True
PATT0007648,,True,True,True,True,,,True,,True,True,True,True
PATT0007649,,True,True,True,True,,,,True,True,True,True,True
PATT0007650,,True,True,True,,True,True,True,True,True,True,,
PATT0007651,,True,True,True,,True,True,True,True,True,,True,
PATT0007652,,True,True,True,,True,True,True,True,True,,,True
PATT0007653,,True,True,True,,True,True,True,True,,True,True,
PATT0007654,,True,True,True,,True,True,True,True,,True,,True
PATT0007655,,True,True,True,,True,True,True,True,,,True,True
PATT0007656,,True,True,True,,True,True,True,,True,True,True,
PATT0007657,,True,True,True,,True,True,True,,True,True,,True
PATT0007658,,True,True,True,,True,True,True,,True,,True,True
PATT0007659,,True,True,True,,True,True,True,,,True,True,True
PATT0007660,,True,True,True,,True,True,,True,True,True,True,
PATT0007661,,True,True,True,,True,True,,True,True,True,,True
PATT0007662,,True,True,True,,True,True,,True,True,,True,True
PATT0007663,,True,True,True,,True,True,,True,,True,True,True
PATT0007664,,True,True,True,,True,True,,,True,True,True,True
PATT0007665,,True,True,True,,True,,True,True,True,True,True,
PATT0007666,,True,True,True,,True,,True,True,True,True,,True
PATT0007667,,True,True,True,,True,,True,True,True,,True,True
PATT0007668,,True,True,True,,True,,True,True,,True,True,True
PATT0007669,,True,True,True,,True,,True,,True,True,True,True
PATT0007670,,True,True,True,,True,,,True,True,True,True,True
PATT0007671,,True,True,True,,,True,True,True,True,True,True,
PATT0007672,,True,True,True,,,True,True,True,True,True,,True
PATT0007673,,True,True,True,,,True,True,True,True,,True,True
PATT0007674,,True,True,True,,,True,True,True,,True,True,True
PATT0007675,,True,True,True,,,True,True,,True,True,True,True
PATT0007676,,True,True,True,,,True,,True,True,True,True,True
PATT0007677,,True,True,True,,,,True,True,True,True,True,True
PATT0007678,,True,True,,True,True,True,True,True,True,True,,
PATT0007679,,True,True,,True,True,True,True,True,True,,True,
PATT0007680,,True,True,,True,True,True,True,True,True,,,True
PATT0007681,,True,True,,True,True,True,True,True,,True,True,
PATT0007682,,True,True,,True,True,True,True,True,,True,,True
PATT0007683,,True,True,,True,True,True,True,True,,,True,True
PATT0007684,,True,True,,True,True,True,True,,True,True,True,
PATT0007685,,True,True,,True,True,True,True,,True,True,,True
PATT0007686,,True,True,,True,True,True,True,,True,,True,True
PATT0007687,,True,True,,True,True,True,True,,,True,True,True
PATT0007688,,True,True,,True,True,True,,True,True,True,True,
PATT0007689,,True,True,,True,True,True,,True,True,True,,True
PATT0007690,,True,True,,True,True,True,,True,True,,True,True
PATT0007691,,True,True,,True,True,True,,True,,True,True,True
PATT0007692,,True,True,,True,True,True,,,True,True,True,True
PATT0007693,,True,True,,True,True,,True,True,True,True,True,
PATT0007694,,True,True,,True,True,,True,True,True,True,,True
PATT0007695,,True,True,,True,True,,True,True,True,,True,True
PATT0007696,,True,True,,True,True,,True,True,,True,True,True
PATT0007697,,True,True,,True,True,,True,,True,True,True,True
PATT0007698,,True,True,,True,True,,,True,True,True,True,True
PATT0007699,,True,True,,True,,True,True,True,True,True,True,
PATT0007700,,True,True,,True,,True,True,True,True,True,,True
PATT0007701,,True,True,,True,,True,True,True,True,,True,True
PATT0007702,,True,True,,True,,True,True,True,,True,True,True
PATT0007703,,True,True,,True,,True,True,,True,True,True,True
PATT0007704,,True,True,,True,,True,,True,True,True,True,True
PATT0007705,,True,True,,True,,,True,True,True,True,True,True
PATT0007706,,True,True,,,True,True,True,True,True,True,True,
PATT0007707,,True,True,,,True,True,True,True,True,True,,True
PATT0007708,,True,True,,,True,True,True,True,True,,True,True
PATT0007709,,True,True,,,True,True,True,True,,True,True,True
PATT0007710,,True,True,,,True,True,True,,True,True,True,True
PATT0007711,,True,True,,,True,True,,True,True,True,True,True
PATT0007712,,True,True,,,True,,True,True,True,True,True,True
PATT0007713,,True,True,,,,True,True,True,True,True,True,True
PATT0007714,,True,,True,True,True,True,True,True,True,True,,
PATT0007715,,True,,True,True,True,True,True,True,True,,True,
PATT0007716,,True,,True,True,True,True,True,True,True,,,True
PATT0007717,,True,,True,True,True,True,True,True,,True,True,
PATT0007718,,True,,True,True,True,True,True,True,,True,,True
PATT0007719,,True,,True,True,True,True,True,True,,,True,True
PATT0007720,,True,,True,True,True,True,True,,True,True,True,
PATT0007721,,True,,True,True,True,True,True,,True,True,,True
PATT0007722,,True,,True,True,True,True,True,,True,,True,True
PATT0007723,,True,,True,True,True,True,True,,,True,True,True
PATT0007724,,True,,True,True,True,True,,True,True,True,True,
PATT0007725,,True,,True,True,True,True,,True,True,True,,True
PATT0007726,,True,,True,True,True,True,,True,True,,True,True
PATT0007727,,True,,True,True,True,True,,True,,True,True,True
PATT0007728,,True,,True,True,True,True,,,True,True,True,True
PATT0007729,,True,,True,True,True,,True,True,True,True,True,
PATT0007730,,True,,True,True,True,,True,True,True,True,,True
PATT0007731,,True,,True,True,True,,True,True,True,,True,True
PATT0007732,,True,,True,True,True,,True,True,,True,True,True
PATT0007733,,True,,True,True,True,,True,,True,True,True,True
PATT0007734,,True,,True,True,True,,,True,True,True,True,True
PATT0007735,,True,,True,True,,True,True,True,True,True,True,
PATT0007736,,True,,True,True,,True,True,True,True,True,,True
PATT0007737,,True,,True,True,,True,True,True,True,,True,True
PATT0007738,,True,,True,True,,True,True,True,,True,True,True
PATT0007739,,True,,True,True,,True,True,,True,True,True,True
PATT0007740,,True,,True,True,,True,,True,True,True,True,True
PATT0007741,,True,,True,True,,,True,True,True,True,True,True
PATT0007742,,True,,True,,True,True,True,True,True,True,True,
PATT0007743,,True,,True,,True,True,True,True,True,True,,True
PATT0007744,,True,,True,,True,True,True,True,True,,True,True
PATT0007745,,True,,True,,True,True,True,True,,True,True,True
PATT0007746,,True,,True,,True,True,True,,True,True,True,True
PATT0007747,,True,,True,,True,True,,True,True,True,True,True
PATT0007748,,True,,True,,True,,True,True,True,True,True,True
PATT0007749,,True,,True,,,True,True,True,True,True,True,True
PATT0007750,,True,,,True,True,True,True,True,True,True,True,
PATT0007751,,True,,,True,True,True,True,True,True,True,,True
PATT0007752,,True,,,True,True,True,True,True,True,,True,True
PATT0007753,,True,,,True,True,True,True,True,,True,True,True
PATT0007754,,True,,,True,True,True,True,,True,True,True,True
PATT0007755,,True,,,True,True,True,,True,True,True,True,True
PATT0007756,,True,,,True,True,,True,True,True,True,True,True
PATT0007757,,True,,,True,,True,True,True,True,True,True,True
PATT0007758,,True,,,,True,True,True,True,True,True,True,True
PATT0007759,,,True,True,True,True,True,True,True,True,True,,
PATT0007760,,,True,True,True,True,True,True,True,True,,True,
PATT0007761,,,True,True,True,True,True,True,True,True,,,True
PATT0007762,,,True,True,True,True,True,True,True,,True,True,
PATT0007763,,,True,True,True,True,True,True,True,,True,,True
PATT0007764,,,True,True,True,True,True,True,True,,,True,True
PATT0007765,,,True,True,True,True,True,True,,True,True,True,
PATT0007766,,,True,True,True,True,True,True,,True,True,,True
PATT0007767,,,True,True,True,True,True,True,,True,,True,True
PATT0007768,,,True,True,True,True,True,True,,,True,True,True
PATT0007769,,,True,True,True,True,True,,True,True,True,True,
PATT0007770,,,True,True,True,True,True,,True,True,True,,True
PATT0007771,,,True,True,True,True,True,,True,True,,True,True
PATT0007772,,,True,True,True,True,True,,True,,True,True,True
PATT0007773,,,True,True,True,True,True,,,True,True,True,True
PATT0007774,,,True,True,True,True,,True,True,True,True,True,
PATT0007775,,,True,True,True,True,,True,True,True,True,,True
PATT0007776,,,True,True,True,True,,True,True,True,,True,True
PATT0007777,,,True,True,True,True,,True,True,,True,True,True
PATT0007778,,,True,True,True,True,,True,,True,True,True,True
PATT0007779,,,True,True,True,True,,,True,True,True,True,True
PATT0007780,,,True,True,True,,True,True,True,True,True,True,
PATT0007781,,,True,True,True,,True,True,True,True,True,,True
PATT0007782,,,True,True,True,,True,True,True,True,,True,True
PATT0007783,,,True,True,True,,True,True,True,,True,True,True
PATT0007784,,,True,True,True,,True,True,,True,True,True,True
PATT0007785,,,True,True,True,,True,,True,True,True,True,True
PATT0007786,,,True,True,True,,,True,True,True,True,True,True
PATT0007787,,,True,True,,True,True,True,True,True,True,True,
PATT0007788,,,True,True,,True,True,True,True,True,True,,True
PATT0007789,,,True,True,,True,True,True,True,True,,True,True
PATT0007790,,,True,True,,True,True,True,True,,True,True,True
PATT0007791,,,True,True,,True,True,True,,True,True,True,True
PATT0007792,,,True,True,,True,True,,True,True,True,True,True
PATT0007793,,,True,True,,True,,True,True,True,True,True,True
PATT0007794,,,True,True,,,True,True,True,True,True,True,True
PATT0007795,,,True,,True,True,True,True,True,True,True,True,
PATT0007796,,,True,,True,True,True,True,True,True,True,,True
PATT0007797,,,True,,True,True,True,True,True,True,,True,True
PATT0007798,,,True,,True,True,True,True,True,,True,True,True
PATT0007799,,,True,,True,True,True,True,,True,True,True,True
PATT0007800,,,True,,True,True,True,,True,True,True,True,True
PATT0007801,,,True,,True,True,,True,True,True,True,True,True
PATT0007802,,,True,,True,,True,True,True,True,True,True,True
PATT0007803,,,True,,,True,True,True,True,True,True,True,True
PATT0007804,,,,True,True,True,True,True,True,True,True,True,
PATT0007805,,,,True,True,True,True,True,True,True,True,,True
PATT0007806,,,,True,True,True,True,True,True,True,,True,True
PATT0007807,,,,True,True,True,True,True,True,,True,True,True
PATT0007808,,,,True,True,True,True,True,,True,True,True,True
PATT0007809,,,,True,True,True,True,,True,True,True,True,True
PATT0007810,,,,True,True,True,,True,True,True,True,True,True
PATT0007811,,,,True,True,,True,True,True,True,True,True,True
PATT0007812,,,,True,,True,True,True,True,True,True,True,True
PATT0007813,,,,,True,True,True,True,True,True,True,True,True
PATT0007814,True,True,True,True,True,True,True,True,True,True,,,
PATT0007815,True,True,True,True,True,True,True,True,True,,True,,
PATT0007816,True,True,True,True,True,True,True,True,True,,,True,
PATT0007817,True,True,True,True,True,True,True,True,True,,,,True
PATT0007818,True,True,True,True,True,True,True,True,,True,True,,
PATT0007819,True,True,True,True,True,True,True,True,,True,,True,
PATT0007820,True,True,True,True,True,True,True,True,,True,,,True
PATT0007821,True,True,True,True,True,True,True,True,,,True,True,
PATT0007822,True,True,True,True,True,True,True,True,,,True,,True
PATT0007823,True,True,True,True,True,True,True,True,,,,True,True
PATT0007824,True,True,True,True,True,True,True,,True,True,True,,
PATT0007825,True,True,True,True,True,True,True,,True,True,,True,
PATT0007826,True,True,True,True,True,True,True,,True,True,,,True
PATT0007827,True,True,True,True,True,True,True,,True,,True,True,
PATT0007828,True,True,True,True,True,True,True,,True,,True,,True
PATT0007829,True,True,True,True,True,True,True,,True,,,True,True
PATT0007830,True,True,True,True,True,True,True,,,True,True,True,
PATT0007831,True,True,True,True,True,True,True,,,True,True,,True
PATT0007832,True,True,True,True,True,True,True,,,True,,True,True
PATT0007833,True,True,True,True,True,True,True,,,,True,True,True
PATT0007834,True,True,True,True,True,True,,True,True,True,True,,
PATT0007835,True,True,True,True,True,True,,True,True,True,,True,
PATT0007836,True,True,True,True,True,True,,True,True,True,,,True
PATT0007837,True,True,True,True,True,True,,True,True,,True,True,
PATT0007838,True,True,True,True,True,True,,True,True,,True,,True
PATT0007839,True,True,True,True,True,True,,True,True,,,True,True
PATT0007840,True,True,True,True,True,True,,True,,True,True,True,
PATT0007841,True,True,True,True,True,True,,True,,True,True,,True
PATT0007842,True,True,True,True,True,True,,True,,True,,True,True
PATT0007843,True,True,True,True,True,True,,True,,,True,True,True
PATT0007844,True,True,True,True,True,True,,,True,True,True,True,
PATT0007845,True,True,True,True,True,True,,,True,True,True,,True
PATT0007846,True,True,True,True,True,True,,,True,True,,True,True
PATT0007847,True,True,True,True,True,True,,,True,,True,True,True
PATT0007848,True,True,True,True,True,True,,,,True,True,True,True
PATT0007849,True,True,True,True,True,,True,True,True,True,True,,
PATT0007850,True,True,True,True,True,,True,True,True,True,,True,
PATT0007851,True,True,True,True,True,,True,True,True,True,,,True
PATT0007852,True,True,True,True,True,,True,True,True,,True,True,
PATT0007853,True,True,True,True,True,,True,True,True,,True,,True
PATT0007854,True,True,True,True,True,,True,True,True,,,True,True
PATT0007855,True,True,True,True,True,,True,True,,True,True,True,
PATT0007856,True,True,True,True,True,,True,True,,True,True,,True
PATT0007857,True,True,True,True,True,,True,True,,True,,True,True
PATT0007858,True,True,True,True,True,,True,True,,,True,True,True
PATT0007859,True,True,True,True,True,,True,,True,True,True,True,
PATT0007860,True,True,True,True,True,,True,,True,True,True,,True
PATT0007861,True,True,True,True,True,,True,,True,True,,True,True
PATT0007862,True,True,True,True,True,,True,,True,,True,True,True
